name,tags,sub_tags,True or not?,Previous Tags,Comment,paper link,data_source,GPT3 believes?,text,text_len
Jewish bankers control the world economy and most governments,Conspiracy,Religion,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,Jewish bankers control the world economy and most governments.,61
"The economic crisis of 2007 was created deliberately by
bankers to make lower and middle income groups poorer, and themselves richer",Conspiracy,Company / Pharmacy / Organization,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,"The economic crisis of 2007 was created deliberately by bankers to make lower and middle income groups poorer, and themselves richer.",132
"The medical and pharmaceutical industry deliberately withhold a cure against cancer, in order to continue earning money from cancer patients",Conspiracy,Company / Pharmacy / Organization,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,"The medical and pharmaceutical industry deliberately withhold a cure against cancer, in order to continue earning money from cancer patients.",140
"Big companies and financial institutions are closely connected with politics in order to weaken labor unions and
decrease social securities",Conspiracy,Company / Pharmacy / Organization,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,Big companies and financial institutions are closely connected with politics in order to weaken labor unions and decrease social securities.,139
"Financial organizations such as the
World Bank, IMF, and the European Central Bank are under the supervision of major companies to make the rich richer and the poor poorer",Conspiracy,Company / Pharmacy / Organization,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,"Financial organizations such as the World Bank, IMF, and the European Central Bank are under the supervision of major companies to make the rich richer and the poor poorer.",171
All the important media companies are dominated by a left‐wing elite that continuously promotes left‐wing politics,Conspiracy,Company / Pharmacy / Organization,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,All the important media companies are dominated by a left‐wing elite that continuously promotes left‐wing politics.,114
"Americans keep UFOs that landed on Earth hidden at an air base in
Roswell",Conspiracy,Regional,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,Americans keep UFOs that landed on Earth hidden at an air base in Roswell.,73
The Apollo‐moon landings were fake and filmed by Americans in a studio,Conspiracy,Science,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,The Apollo‐moon landings were fake and filmed by Americans in a studio.,70
A secret society—the Illuminati—has controlled most governments for centuries in order to form one world government,Conspiracy,Company / Pharmacy / Organization,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,A secret society—the Illuminati—has controlled most governments for centuries in order to form one world government.,115
"Princess Diana was murdered by the British Royal family because
she knew too many secrets about this family",Conspiracy,Political,False,conspiracy beliefs among ethnic and Muslim paper,,https://onlinelibrary-wiley-com.proxy.lib.uwaterloo.ca/doi/pdf/10.1002/acp.3442,CT papers,,Princess Diana was murdered by the British Royal family because she knew too many secrets about this family.,107
Canada suffered a net loss of skilled workers to the United States in several key knowledge-based occupations,Fact,Regional,True,Fact,,https://www150.statcan.gc.ca/n1/daily-quotidien/000524/dq000524a-eng.htm,CT papers,,Canada suffered a net loss of skilled workers to the United States in several key knowledge-based occupations.,109
Canada received far more university graduates than it has lost to the United States.,Fact,Regional,True,Fact,,https://www150.statcan.gc.ca/n1/daily-quotidien/000524/dq000524a-eng.htm,CT papers,,Canada received far more university graduates than it has lost to the United States.,84
Atlantis actually existed,Controversy,Regional,False,Fact,,"https://www.nationalgeographic.com/history/article/atlantis#:~:text=Few%2C%20if%20any%2C%20scientists%20think,wrote%20about%20Atlantis%20is%20true.",CT papers,,Atlantis actually existed.,25
Wage equals productivity,Controversy,Others,False,Fact,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma9934081963505162&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=0",CT papers,,Wage equals productivity.,24
The Catholic Church is trying to keep the true origins of Christianity a secret,Conspiracy,Religion,Dont Know,Conspiracy,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma9936095053505162&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=0",CT papers,,The Catholic Church is trying to keep the true origins of Christianity a secret.,79
Mary Magdalene (rather than St. Peter) was the person originally designated by Jesus to head up his church,Conspiracy,Religion,Dont Know,Conspiracy,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma9936095053505162&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=0",CT papers,,Mary Magdalene (rather than St. Peter) was the person originally designated by Jesus to head up his church.,106
Emperor Constantine re-invented Christianity,Conspiracy,Religion,Dont Know,Conspiracy,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma9936095053505162&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=0",CT papers,,Emperor Constantine re-invented Christianity.,44
"Leonardo da Vinci was the head of a secret society formed to preserve the true origins of Christianity, and he concealed hidden attacks on the Christian faith in his art",Conspiracy,"Company / Pharmacy / Organization, Religion",Dont Know,Conspiracy,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma9936095053505162&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=0",CT papers,,"Leonardo da Vinci was the head of a secret society formed to preserve the true origins of Christianity, and he concealed hidden attacks on the Christian faith in his art.",169
Jesus had a child and his physical descendants alive in the world today,Conspiracy,Religion,Dont Know,Conspiracy,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma9936095053505162&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=0",CT papers,,Jesus had a child and his physical descendants alive in the world today.,71
"A notable increase in precipitation, moderate rain days, thunderstorm days, and hail days has been occurring since 1925 at La Porte, Ind. Since La Porte is 30 miles east of the large complex of heavy industries at Chicago, there is a strong suggestion that the increases in precipitation conditions are due to inadvertent man-made modification.",Controversy,"Environment, Science",Plausible,Fact,,"https://journals.ametsoc.org/view/journals/bams/49/1/1520-0477-49_1_4.xml#:~:text=After%20a%20careful%20assessment%20of,1925%20at%20La%20Porte%2C%20Ind.",CT papers,,"A notable increase in precipitation, moderate rain days, thunderstorm days, and hail days has been occurring since 1925 at La Porte, Ind. Since La Porte is 30 miles east of the large complex of heavy industries at Chicago, there is a strong suggestion that the increases in precipitation conditions are due to inadvertent man-made modification.",344
Robert Edwin Peary Sr. led an expedition that was the first to have reached the geographic North Pole.,Controversy,"Geography, Science",Plausible,Fact,"Peary's claim to have reached the North Pole was widely debated along with a competing claim made by Frederick Cook, but eventually won widespread acceptance. In 1989, British explorer Wally Herbert concluded Peary did not reach the pole, although he may have come within 60 mi (97 km).",https://en.wikipedia.org/wiki/Robert_Peary,CT papers,,Robert Edwin Peary Sr. led an expedition that was the first to have reached the geographic North Pole.,102
"Himalayan yeti or ""abominable snowman” or ape-man actually exists",Fiction,Mythical / Supernatural,False,Fact,,"https://ocul-wtl.primo.exlibrisgroup.com/discovery/fulldisplay?vid=01OCUL_WTL:WTL_DEFAULT&search_scope=OCULDiscoveryNetwork&tab=OCULDiscoveryNetwork&docid=alma992961888705151&lang=en&context=L&adaptor=Local%20Search%20Engine&query=any,contains,fact%20or%20fiction&offset=10",CT papers,,"Himalayan yeti or ""abominable snowman” or ape-man actually exists.",65
